CodigoMunicipio,NombreMunicipio
070000210004,Acatzingo
070000210005,Acteopan
070000210006,Ahuacatlán
070000210007,Ahuatlán
070000210008,Ahuazotepec
070000210009,Ahuehuetitla
070000210010,Ajalpan
070000210011,Albino Zertuche
070000210012,Aljojuca
070000210013,Altepexi
070000210014,Amixtlán
070000210015,Amozoc
070000210016,Aquixtla
070000210017,Atempan
070000210018,Atexcal
070000210019,Atlixco
070000210020,Atoyatempan
070000210021,Atzala
070000210022,Atzitzihuacán
070000210023,Atzitzintla
070000210024,Axutla
070000210025,Ayotoxco de Guerrero
070000210026,Calpan
070000210027,Caltepec
070000210028,Camocuautla
070000210029,Caxhuacan
070000210030,Coatepec
070000210031,Coatzingo
070000210032,Cohetzala
070000210033,Cohuecan
070000210034,Coronango
070000210035,Coxcatlán
070000210036,Coyomeapan
070000210037,Coyotepec
070000210038,Cuapiaxtla de Madero
070000210039,Cuautempan
070000210040,Cuautinchán
070000210041,Cuautlancingo
070000210042,Cuayuca de Andrade
070000210043,Cuetzalan del Progreso
070000210044,Cuyoaco
070000210045,Chalchicomula de Sesma
070000210046,Chapulco
070000210047,Chiautla
070000210048,Chiautzingo
070000210049,Chiconcuautla
070000210050,Chichiquila
070000210051,Chietla
070000210052,Chigmecatitlán
070000210053,Chignahuapan
070000210054,Chignautla
070000210055,Chila
070000210056,Chila de la Sal
070000210057,Honey
070000210058,Chilchotla
070000210059,Chinantla
070000210060,Domingo Arenas
070000210061,Eloxochitlán
070000210062,Epatlán
070000210063,Esperanza
070000210064,Francisco Z. Mena
070000210065,General Felipe Ángeles
070000210066,Guadalupe
070000210067,Guadalupe Victoria
070000210068,Hermenegildo Galeana
070000210069,Huaquechula
070000210070,Huatlatlauca
070000210071,Huauchinango
070000210072,Huehuetla
070000210073,Huehuetlán el Chico
070000210074,Huejotzingo
070000210075,Hueyapan
070000210076,Hueytamalco
070000210077,Hueytlalpan
070000210078,Huitzilan de Serdán
070000210079,Huitziltepec
070000210080,Atlequizayan
070000210081,Ixcamilpa de Guerrero
070000210082,Ixcaquixtla
070000210083,Ixtacamaxtitlán
070000210084,Ixtepec
070000210085,Izúcar de Matamoros
070000210086,Jalpan
070000210087,Jolalpan
070000210088,Jonotla
070000210089,Jopala
070000210090,Juan C. Bonilla
070000210091,Juan Galindo
070000210092,Juan N. Méndez
070000210093,Lafragua
070000210094,Libres
070000210095,La Magdalena Tlatlauquitepec
070000210096,Mazapiltepec de Juárez
070000210097,Mixtla
070000210098,Molcaxac
070000210099,Cañada Morelos
070000210100,Naupan
070000210101,Nauzontla
070000210102,Nealtican
070000210103,Nicolás Bravo
070000210104,Nopalucan
070000210105,Ocotepec
070000210106,Ocoyucan
070000210107,Olintla
070000210108,Oriental
070000210109,Pahuatlán
070000210110,Palmar de Bravo
070000210111,Pantepec
070000210112,Petlalcingo
070000210113,Piaxtla
070000210114,Puebla
070000210115,Quecholac
070000210116,Quimixtlán
070000210117,Rafael Lara Grajales
070000210118,Los Reyes de Juárez
070000210119,San Andrés Cholula
070000210120,San Antonio Cañada
070000210121,San Diego la Mesa Tochimiltzingo
070000210122,San Felipe Teotlalcingo
070000210123,San Felipe Tepatlán
070000210124,San Gabriel Chilac
070000210125,San Gregorio Atzompa
070000210126,San Jerónimo Tecuanipan
070000210127,San Jerónimo Xayacatlán
070000210128,San José Chiapa
070000210129,San José Miahuatlán
070000210130,San Juan Atenco
070000210131,San Juan Atzompa
070000210132,San Martín Texmelucan
070000210133,San Martín Totoltepec
070000210134,San Matías Tlalancaleca
070000210135,San Miguel Ixitlán
070000210136,San Miguel Xoxtla
070000210137,San Nicolás Buenos Aires
070000210138,San Nicolás de los Ranchos
070000210139,San Pablo Anicano
070000210140,San Pedro Cholula
070000210141,San Pedro Yeloixtlahuaca
070000210142,San Salvador el Seco
070000210143,San Salvador el Verde
070000210144,San Salvador Huixcolotla
070000210145,San Sebastián Tlacotepec
070000210146,Santa Catarina Tlaltempan
070000210147,Santa Inés Ahuatempan
070000210148,Santa Isabel Cholula
070000210149,Santiago Miahuatlán
070000210150,Huehuetlán el Grande
070000210151,Santo Tomás Hueyotlipan
070000210152,Soltepec
070000210153,Tecali de Herrera
070000210154,Tecamachalco
070000210155,Tecomatlán
070000210156,Tehuacán
070000210157,Tehuitzingo
070000210158,Tenampulco
070000210159,Teopantlán
070000210160,Teotlalco
070000210161,Tepanco de López
070000210162,Tepango de Rodríguez
070000210163,Tepatlaxco de Hidalgo
070000210164,Tepeaca
070000210165,Tepemaxalco
070000210166,Tepeojuma
070000210167,Tepetzintla
070000210168,Tepexco
070000210169,Tepexi de Rodríguez
070000210170,Tepeyahualco
070000210171,Tepeyahualco de Cuauhtémoc
070000210172,Tetela de Ocampo
070000210173,Teteles de Avila Castillo
070000210174,Teziutlán
070000210175,Tianguismanalco
070000210176,Tilapa
070000210177,Tlacotepec de Benito Juárez
070000210178,Tlacuilotepec
070000210179,Tlachichuca
070000210180,Tlahuapan
070000210181,Tlaltenango
070000210182,Tlanepantla
070000210183,Tlaola
070000210184,Tlapacoya
070000210185,Tlapanalá
070000210186,Tlatlauquitepec
070000210187,Tlaxco
070000210188,Tochimilco
070000210189,Tochtepec
070000210190,Totoltepec de Guerrero
070000210191,Tulcingo
070000210192,Tuzamapan de Galeana
070000210193,Tzicatlacoyan
070000210194,Venustiano Carranza
070000210195,Vicente Guerrero
070000210196,Xayacatlán de Bravo
070000210197,Xicotepec
070000210198,Xicotlán
070000210199,Xiutetelco
070000210200,Xochiapulco
070000210201,Xochiltepec
070000210202,Xochitlán de Vicente Suárez
070000210203,Xochitlán Todos Santos
070000210204,Yaonáhuac
070000210205,Yehualtepec
070000210206,Zacapala
070000210207,Zacapoaxtla
070000210208,Zacatlán
070000210209,Zapotitlán
070000210210,Zapotitlán de Méndez
070000210211,Zaragoza
070000210212,Zautla
070000210213,Zihuateutla
070000210214,Zinacatepec
070000210215,Zongozotla
070000210216,Zoquiapan
070000210217,Zoquitlán
070000210996,No especificado
070000210997,Otros estados
070000210998,Otros municipios
070000210999,Resto de municipios
07000022,Querétaro
070000220001,Amealco de Bonfil
070000220002,Pinal de Amoles
070000220003,Arroyo Seco
070000220004,Cadereyta de Montes
070000220005,Colón
070000220006,Corregidora
070000220007,Ezequiel Montes
070000220008,Huimilpan
070000220009,Jalpan de Serra
070000220010,Landa de Matamoros
070000220011,El Marqués
070000220012,Pedro Escobedo
070000220013,Peñamiller
070000220014,Querétaro
070000220015,San Joaquín
070000220016,San Juan del Río
070000220017,Tequisquiapan
070000220018,Tolimán
070000220996,No especificado
070000220997,Otros estados
070000220998,Otros municipios
070000220999,Resto de municipios
07000023,Quintana Roo
070000230001,Cozumel
070000230002,Felipe Carrillo Puerto
070000230003,Isla Mujeres
070000230004,Othón P. Blanco
070000230005,Benito Juárez
070000230006,José María Morelos
070000230007,Lázaro Cárdenas
070000230008,Solidaridad
070000230009,Tulum
070000230010,Bacalar
070000230011,Puerto Morelos
070000230996,No especificado
070000230997,Otros estados
07000024,San Luis Potosí
070000240001,Ahualulco
070000240002,Alaquines
070000240003,Aquismón
070000240004,Armadillo de los Infante
070000240005,Cárdenas
070000240006,Catorce
070000240007,Cedral
070000240008,Cerritos
070000240009,Cerro de San Pedro
070000240010,Ciudad del Maíz
070000240011,Ciudad Fernández
070000240012,Tancanhuitz
070000240013,Ciudad Valles
070000240014,Coxcatlán
070000240015,Charcas
070000240016,Ebano
070000240017,Guadalcázar
070000240018,Huehuetlán
070000240019,Lagunillas
070000240020,Matehuala
070000240021,Mexquitic de Carmona
070000240022,Moctezuma
070000240023,Rayón
070000240024,Rioverde
070000240025,Salinas
070000240026,San Antonio
070000240027,San Ciro de Acosta
070000240028,San Luis Potosí
070000240029,San Martín Chalchicuautla
070000240030,San Nicolás Tolentino
070000240031,Santa Catarina
070000240032,Santa María del Río
070000240033,Santo Domingo
070000240034,San Vicente Tancuayalab
070000240035,Soledad de Graciano Sánchez
070000240036,Tamasopo
070000240037,Tamazunchale
070000240038,Tampacán
070000240039,Tampamolón Corona
070000240040,Tamuín
070000240041,Tanlajás
070000240042,Tanquián de Escobedo
070000240043,Tierra Nueva
070000240044,Vanegas
070000240045,Venado
070000240046,Villa de Arriaga
070000240047,Villa de Guadalupe
070000240048,Villa de la Paz
070000240049,Villa de Ramos
070000240050,Villa de Reyes
070000240051,Villa Hidalgo
070000240052,Villa Juárez
070000240053,Axtla de Terrazas
070000240054,Xilitla
070000240055,Zaragoza
070000240056,Villa de Arista
070000240057,Matlapa
070000240058,El Naranjo
070000240996,No especificado
070000240997,Otros estados
070000240998,Otros municipios
070000240999,Resto de municipios
07000025,Sinaloa
070000250001,Ahome
070000250002,Angostura
070000250003,Badiraguato
070000250004,Concordia
070000250005,Cosalá
070000250006,Culiacán
070000250007,Choix
070000250008,Elota
070000250009,Escuinapa
070000250010,El Fuerte
070000250011,Guasave
070000250012,Mazatlán
070000250013,Mocorito
070000250014,Rosario
070000250015,Salvador Alvarado
070000250016,San Ignacio
070000250017,Sinaloa
070000250018,Navolato
070000250996,No especificado
070000250997,Otros estados
070000250998,Otros municipios
070000250999,Resto de municipios
07000026,Sonora
070000260001,Aconchi
070000260002,Agua Prieta
070000260003,Alamos
070000260004,Altar
070000260005,Arivechi
070000260006,Arizpe
070000260007,Atil
070000260008,Bacadéhuachi
070000260009,Bacanora
070000260010,Bacerac
070000260011,Bacoachi
070000260012,Bácum
070000260013,Banámichi
070000260014,Baviácora
070000260015,Bavispe
070000260016,Benjamín Hill
070000260017,Caborca
070000260018,Cajeme
070000260019,Cananea
070000260020,Carbó
070000260021,La Colorada
070000260022,Cucurpe
070000260023,Cumpas
070000260024,Divisaderos
070000260025,Empalme
070000260026,Etchojoa
070000260027,Fronteras
070000260028,Granados
070000260029,Guaymas
070000260030,Hermosillo
070000260031,Huachinera
070000260032,Huásabas
070000260033,Huatabampo
070000260034,Huépac
070000260035,Imuris
070000260036,Magdalena
070000260037,Mazatán
070000260038,Moctezuma
070000260039,Naco
070000260040,Nácori Chico
070000260041,Nacozari de García
070000260042,Navojoa
070000260043,Nogales
070000260044,Onavas
070000260045,Opodepe
070000260046,Oquitoa
070000260047,Pitiquito
070000260048,Puerto Peñasco
070000260049,Quiriego
070000260050,Rayón
070000260051,Rosario
070000260052,Sahuaripa
070000260053,San Felipe de Jesús
070000260054,San Javier
070000260055,San Luis Río Colorado
070000260056,San Miguel de Horcasitas
070000260057,San Pedro de la Cueva
070000260058,Santa Ana
070000260059,Santa Cruz
070000260060,Sáric
070000260061,Soyopa
070000260062,Suaqui Grande
070000260063,Tepache
070000260064,Trincheras
070000260065,Tubutama
070000260066,Ures
070000260067,Villa Hidalgo
070000260068,Villa Pesqueira
070000260069,Yécora
070000260070,General Plutarco Elías Calles
070000260071,Benito Juárez
070000260072,San Ignacio Río Muerto
070000260996,No especificado
070000260997,Otros estados
07000027,Tabasco
070000270001,Balancán
070000270002,Cárdenas
070000270003,Centla
070000270004,Centro
070000270005,Comalcalco
070000270006,Cunduacán
070000270007,Emiliano Zapata
070000270008,Huimanguillo
070000270009,Jalapa
070000270010,Jalpa de Méndez
070000270011,Jonuta
070000270012,Macuspana
070000270013,Nacajuca
070000270014,Paraíso
070000270015,Tacotalpa
070000270016,Teapa
070000270017,Tenosique
070000270996,No especificado
070000270997,Otros estados
07000028,Tamaulipas
070000280001,Abasolo
070000280002,Aldama
070000280003,Altamira
070000280004,Antiguo Morelos
070000280005,Burgos
070000280006,Bustamante
070000280007,Camargo
070000280008,Casas
070000280009,Ciudad Madero
070000280010,Cruillas
070000280011,Gómez Farías
070000280012,González
070000280013,Güémez
070000280014,Guerrero
070000280015,Gustavo Díaz Ordaz
070000280016,Hidalgo
070000280017,Jaumave
070000280018,Jiménez
070000280019,Llera
070000280020,Mainero
070000280021,El Mante
070000280022,Matamoros
070000280023,Méndez
070000280024,Mier
070000280025,Miguel Alemán
070000280026,Miquihuana
070000280027,Nuevo Laredo
070000280028,Nuevo Morelos
070000280029,Ocampo
070000280030,Padilla
070000280031,Palmillas
070000280032,Reynosa
070000280033,Río Bravo
070000280034,San Carlos
070000280035,San Fernando
070000280036,San Nicolás
070000280037,Soto la Marina
070000280038,Tampico
070000280039,Tula
070000280040,Valle Hermoso
070000280041,Victoria
070000280042,Villagrán
070000280043,Xicoténcatl
070000280996,No especificado
070000280997,Otros estados
070000280998,Otros municipios
070000280999,Resto de municipios
07000029,Tlaxcala
070000290001,Amaxac de Guerrero
070000290002,Apetatitlán de Antonio Carvajal
070000290003,Atlangatepec
070000290004,Atltzayanca
070000290005,Apizaco
070000290006,Calpulalpan
070000290007,El Carmen Tequexquitla
070000290008,Cuapiaxtla
070000290009,Cuaxomulco
070000290010,Chiautempan
070000290011,Muñoz de Domingo Arenas
070000290012,Españita
070000290013,Huamantla
070000290014,Hueyotlipan
070000290015,Ixtacuixtla de Mariano Matamoros
070000290016,Ixtenco
070000290017,Mazatecochco de José María Morelos
070000290018,Contla de Juan Cuamatzi
070000290019,Tepetitla de Lardizábal
070000290020,Sanctórum de Lázaro Cárdenas
070000290021,Nanacamilpa de Mariano Arista
070000290022,Acuamanala de Miguel Hidalgo
070000290023,Natívitas
070000290024,Panotla
070000290025,San Pablo del Monte
070000290026,Santa Cruz Tlaxcala
070000290027,Tenancingo
070000290028,Teolocholco
070000290029,Tepeyanco
070000290030,Terrenate
070000290031,Tetla de la Solidaridad
070000290032,Tetlatlahuca
070000290033,Tlaxcala
070000290034,Tlaxco
070000290035,Tocatlán
070000290036,Totolac
070000290037,Ziltlaltépec de Trinidad Sánchez Santos
070000290038,Tzompantepec
070000290039,Xaloztoc
070000290040,Xaltocan
070000290041,Papalotla de Xicohténcatl
070000290042,Xicohtzinco
070000290043,Yauhquemehcan
070000290044,Zacatelco
070000290045,Benito Juárez
070000290046,Emiliano Zapata
070000290047,Lázaro Cárdenas
070000290048,La Magdalena Tlaltelulco
070000290049,San Damián Texóloc
070000290050,San Francisco Tetlanohcan
070000290051,San Jerónimo Zacualpan
070000290052,San José Teacalco
070000290053,San Juan Huactzinco
070000290054,San Lorenzo Axocomanitla
070000290055,San Lucas Tecopilco
070000290056,Santa Ana Nopalucan
070000290057,Santa Apolonia Teacalco
070000290058,Santa Catarina Ayometla
070000290059,Santa Cruz Quilehtla
070000290060,Santa Isabel Xiloxoxtla
070000290996,No especificado
070000290997,Otros estados
07000030,Veracruz de Ignacio de la Llave
070000300001,Acajete
070000300002,Acatlán
070000300003,Acayucan
070000300004,Actopan
070000300005,Acula
070000300006,Acultzingo
070000300007,Camarón de Tejeda
070000300008,Alpatláhuac
070000300009,Alto Lucero de Gutiérrez Barrios
070000300010,Altotonga
070000300011,Alvarado
070000300012,Amatitlán
070000300013,Naranjos Amatlán
070000300014,Amatlán de los Reyes
070000300015,Angel R. Cabada
070000300016,La Antigua
070000300017,Apazapan
070000300018,Aquila
070000300019,Astacinga
070000300020,Atlahuilco
070000300021,Atoyac
070000300022,Atzacan
070000300023,Atzalan
070000300024,Tlaltetela
070000300025,Ayahualulco
070000300026,Banderilla
070000300027,Benito Juárez
070000300028,Boca del Río
070000300029,Calcahualco
070000300030,Camerino Z. Mendoza
070000300031,Carrillo Puerto
070000300032,Catemaco
070000300033,Cazones de Herrera
070000300034,Cerro Azul
070000300035,Citlaltépetl
070000300036,Coacoatzintla
070000300037,Coahuitlán
070000300038,Coatepec
070000300039,Coatzacoalcos
070000300040,Coatzintla
070000300041,Coetzala
070000300042,Colipa
070000300043,Comapa
070000300044,Córdoba
070000300045,Cosamaloapan de Carpio
070000300046,Cosautlán de Carvajal
070000300047,Coscomatepec
070000300048,Cosoleacaque
070000300049,Cotaxtla
070000300050,Coxquihui
070000300051,Coyutla
070000300052,Cuichapa
070000300053,Cuitláhuac
070000300054,Chacaltianguis
070000300055,Chalma
070000300056,Chiconamel
070000300057,Chiconquiaco
070000300058,Chicontepec
070000300059,Chinameca
070000300060,Chinampa de Gorostiza
070000300061,Las Choapas
070000300062,Chocamán
070000300063,Chontla
070000300064,Chumatlán
070000300065,Emiliano Zapata
070000300066,Espinal
070000300067,Filomeno Mata
070000300068,Fortín
070000300069,Gutiérrez Zamora
070000300070,Hidalgotitlán
070000300071,Huatusco
070000300072,Huayacocotla
070000300073,Hueyapan de Ocampo
070000300074,Huiloapan de Cuauhtémoc
070000300075,Ignacio de la Llave
070000300076,Ilamatlán
070000300077,Isla
070000300078,Ixcatepec
070000300079,Ixhuacán de los Reyes
070000300080,Ixhuatlán del Café
070000300081,Ixhuatlancillo
070000300082,Ixhuatlán del Sureste
070000300083,Ixhuatlán de Madero
070000300084,Ixmatlahuacan
070000300085,Ixtaczoquitlán
070000300086,Jalacingo
070000300087,Xalapa
070000300088,Jalcomulco
070000300089,Jáltipan
070000300090,Jamapa
070000300091,Jesús Carranza
070000300092,Xico
070000300093,Jilotepec
070000300094,Juan Rodríguez Clara
070000300095,Juchique de Ferrer
070000300096,Landero y Coss
070000300097,Lerdo de Tejada
070000300098,Magdalena
070000300099,Maltrata
070000300100,Manlio Fabio Altamirano
070000300101,Mariano Escobedo
070000300102,Martínez de la Torre
070000300103,Mecatlán
070000300104,Mecayapan
070000300105,Medellín de Bravo
070000300106,Miahuatlán
070000300107,Las Minas
070000300108,Minatitlán
070000300109,Misantla
070000300110,Mixtla de Altamirano
070000300111,Moloacán
070000300112,Naolinco
070000300113,Naranjal
070000300114,Nautla
070000300115,Nogales
070000300116,Oluta
070000300117,Omealca
070000300118,Orizaba
070000300119,Otatitlán
070000300120,Oteapan
070000300121,Ozuluama de Mascareñas
070000300122,Pajapan
070000300123,Pánuco
070000300124,Papantla
070000300125,Paso del Macho
070000300126,Paso de Ovejas
070000300127,La Perla
070000300128,Perote
070000300129,Platón Sánchez
070000300130,Playa Vicente
070000300131,Poza Rica de Hidalgo
070000300132,Las Vigas de Ramírez
070000300133,Pueblo Viejo
070000300134,Puente Nacional
070000300135,Rafael Delgado
070000300136,Rafael Lucio
070000300137,Los Reyes
070000300138,Río Blanco
070000300139,Saltabarranca
070000300140,San Andrés Tenejapan
070000300141,San Andrés Tuxtla
070000300142,San Juan Evangelista
070000300143,Santiago Tuxtla
070000300144,Sayula de Alemán
070000300145,Soconusco
070000300146,Sochiapa
070000300147,Soledad Atzompa
070000300148,Soledad de Doblado
070000300149,Soteapan
070000300150,Tamalín
070000300151,Tamiahua
070000300152,Tampico Alto
070000300153,Tancoco
070000300154,Tantima
070000300155,Tantoyuca
070000300156,Tatatila
070000300157,Castillo de Teayo
070000300158,Tecolutla
070000300159,Tehuipango
070000300160,Álamo Temapache
070000300161,Tempoal
070000300162,Tenampa
070000300163,Tenochtitlán
070000300164,Teocelo
070000300165,Tepatlaxco
070000300166,Tepetlán
070000300167,Tepetzintla
070000300168,Tequila
070000300169,José Azueta
070000300170,Texcatepec
070000300171,Texhuacán
070000300172,Texistepec
070000300173,Tezonapa
070000300174,Tierra Blanca
070000300175,Tihuatlán
070000300176,Tlacojalpan
070000300177,Tlacolulan
070000300178,Tlacotalpan
070000300179,Tlacotepec de Mejía
070000300180,Tlachichilco
070000300181,Tlalixcoyan
070000300182,Tlalnelhuayocan
070000300183,Tlapacoyan
070000300184,Tlaquilpa
070000300185,Tlilapan
070000300186,Tomatlán
070000300187,Tonayán
070000300188,Totutla
070000300189,Tuxpan
070000300190,Tuxtilla
070000300191,Ursulo Galván
070000300192,Vega de Alatorre
070000300193,Veracruz
070000300194,Villa Aldama
070000300195,Xoxocotla
070000300196,Yanga
070000300197,Yecuatla
070000300198,Zacualpan
070000300199,Zaragoza
070000300200,Zentla
070000300201,Zongolica
070000300202,Zontecomatlán de López y Fuentes
070000300203,Zozocolco de Hidalgo
070000300204,Agua Dulce
070000300205,El Higo
070000300206,Nanchital de Lázaro Cárdenas del Río
070000300207,Tres Valles
070000300208,Carlos A. Carrillo
070000300209,Tatahuicapan de Juárez
070000300210,Uxpanapa
070000300211,San Rafael
070000300212,Santiago Sochiapan
070000300996,No especificado
070000300997,Otros estados
070000300998,Otros municipios
070000300999,Resto de municipios
07000031,Yucatán
070000310001,Abalá
070000310002,Acanceh
070000310003,Akil
070000310004,Baca
070000310005,Bokobá
070000310006,Buctzotz
070000310007,Cacalchén
070000310008,Calotmul
070000310009,Cansahcab
070000310010,Cantamayec
070000310011,Celestún
070000310012,Cenotillo
070000310013,Conkal
070000310014,Cuncunul
070000310015,Cuzamá
070000310016,Chacsinkín
070000310017,Chankom
070000310018,Chapab
070000310019,Chemax
070000310020,Chicxulub Pueblo
070000310021,Chichimilá
070000310022,Chikindzonot
070000310023,Chocholá
070000310024,Chumayel
070000310025,Dzán
070000310026,Dzemul
070000310027,Dzidzantún
070000310028,Dzilam de Bravo
070000310029,Dzilam González
070000310030,Dzitás
070000310031,Dzoncauich
070000310032,Espita
070000310033,Halachó
070000310034,Hocabá
070000310035,Hoctún
070000310036,Homún
070000310037,Huhí
070000310038,Hunucmá
070000310039,Ixil
070000310040,Izamal
070000310041,Kanasín
070000310042,Kantunil
070000310043,Kaua
070000310044,Kinchil
070000310045,Kopomá
070000310046,Mama
070000310047,Maní
070000310048,Maxcanú
070000310049,Mayapán
070000310050,Mérida
070000310051,Mocochá
070000310052,Motul
070000310053,Muna
070000310054,Muxupip
070000310055,Opichén
070000310056,Oxkutzcab
070000310057,Panabá
070000310058,Peto
070000310059,Progreso
070000310060,Quintana Roo
070000310061,Río Lagartos
070000310062,Sacalum
070000310063,Samahil
070000310064,Sanahcat
070000310065,San Felipe
070000310066,Santa Elena
070000310067,Seyé
070000310068,Sinanché
070000310069,Sotuta
070000310070,Sucilá
070000310071,Sudzal
070000310072,Suma
070000310073,Tahdziú
070000310074,Tahmek
070000310075,Teabo
070000310076,Tecoh
070000310077,Tekal de Venegas
070000310078,Tekantó
070000310079,Tekax
070000310080,Tekit
070000310081,Tekom
070000310082,Telchac Pueblo
070000310083,Telchac Puerto
070000310084,Temax
070000310085,Temozón
070000310086,Tepakán
070000310087,Tetiz
070000310088,Teya
070000310089,Ticul
070000310090,Timucuy
070000310091,Tinum
070000310092,Tixcacalcupul
070000310093,Tixkokob
070000310094,Tixmehuac
070000310095,Tixpéhual
070000310096,Tizimín
070000310097,Tunkás
070000310098,Tzucacab
070000310099,Uayma
070000310100,Ucú
070000310101,Umán
070000310102,Valladolid
070000310103,Xocchel
070000310104,Yaxcabá
070000310105,Yaxkukul
070000310106,Yobaín
070000310996,No especificado
070000310997,Otros estados
070000310998,Otros municipios
070000310999,Resto de municipios
07000032,Zacatecas
070000320001,Apozol
070000320002,Apulco
070000320003,Atolinga
070000320004,Benito Juárez
070000320005,Calera
070000320006,Cañitas de Felipe Pescador
070000320007,Concepción del Oro
070000320008,Cuauhtémoc
070000320009,Chalchihuites
070000320010,Fresnillo
070000320011,Trinidad García de la Cadena
070000320012,Genaro Codina
070000320013,General Enrique Estrada
070000320014,General Francisco R. Murguía
070000320015,El Plateado de Joaquín Amaro
070000320016,General Pánfilo Natera
070000320017,Guadalupe
070000320018,Huanusco
070000320019,Jalpa
070000320020,Jerez
070000320021,Jiménez del Teul
070000320022,Juan Aldama
070000320023,Juchipila
070000320024,Loreto
070000320025,Luis Moya
070000320026,Mazapil
070000320027,Melchor Ocampo
070000320028,Mezquital del Oro
070000320029,Miguel Auza
070000320030,Momax
070000320031,Monte Escobedo
070000320032,Morelos
070000320033,Moyahua de Estrada
070000320034,Nochistlán de Mejía
070000320035,Noria de Ángeles
070000320036,Ojocaliente
070000320037,Pánuco
070000320038,Pinos
070000320039,Río Grande
070000320040,Sain Alto
070000320041,El Salvador
070000320042,Sombrerete
070000320043,Susticacán
070000320044,Tabasco
070000320045,Tepechitlán
070000320046,Tepetongo
070000320047,Teúl de González Ortega
070000320048,Tlaltenango de Sánchez Román
070000320049,Valparaíso
070000320050,Vetagrande
070000320051,Villa de Cos
070000320052,Villa García
070000320053,Villa González Ortega
070000320054,Villa Hidalgo
070000320055,Villanueva
070000320056,Zacatecas
070000320057,Trancoso
070000320058,Santa María de la Paz
070000320996,No especificado
070000320997,Otros estados
070000320998,Otros municipios
070000320999,Resto de municipios
07000036,Extranjero
07000096,Otros estados
070000960997,Otros municipios
07000099,No especificada
